Mostaganem,ولاية مستغانم,,,,,,,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆維吾爾自治區|新疆維吾爾自治區,Tolima,Tolima,Santiago Rodríguez,Santiago Rodríguez,,,,,,,,,,,,,Tamil Nadu,Sulawesi Utara,Sulawesi Utara,,,Oita,大分県,Nairobi,,Pulau Pinang,,,,Veracruz,Veracruz,,,Osun,,,Dinagat Islands,Dinagat Islands,,,Neamț,Neamț,Khanty-Mansiy,Ханты-Мансийский АОк,,,,,,,,,,,,,,,,,,Nakhon Sawan,จังหวัดนครสวรรค์,Erzincan,Erzincan,,,,,New Hampshire,Hoà Bình,Hoà Bình
Naâma,ولاية النعامة,,,,,,,,Xizang,西藏自治區|西藏自治区,西藏自治區|西藏自治區,Valle del Cauca,Valle del Cauca,Santo Domingo,Santo Domingo,,,,,,,,,,,,,Telangana,Sumatera Barat,Sumatera Barat,,,Okayama,岡山県,Nakuru,,Putrajaya,,,,Yucatán,Yucatán,,,Oyo,,,Eastern Samar,Eastern Samar,,,Olt,Olt,Kirov,Кировская область,,,,,,,,,,,,,,,,,,Nakhon Si Thammarat,จังหวัดนครศรีธรรมราช,Erzurum,Erzurum,,,,,New Jersey,Hưng Yên,Hưng Yên
Oran,ولاية وهران,,,,,,,,Yunnan,雲南|云南,雲南|雲南,Vaupés,Vaupés,Valverde,Valverde,,,,,,,,,,,,,Tripura,Sumatera Selatan,Sumatera Selatan,,,Okinawa,沖縄県,Nandi,,Sabah,,,,Zacatecas,Zacatecas,,,Plateau,,,Guimaras,Guimaras,,,Prahova,Prahova,Komi,Республика Коми,,,,,,,,,,,,,,,,,,Nan,จังหวัดน่าน,Eskisehir,Eskisehir,,,,,New Mexico,Khánh Hòa,Khánh Hòa
Ouargla,ورقلة,,,,,,,,Zhejiang,浙江,浙江,Vichada,Vichada,,,,,,,,,,,,,,,Uttar Pradesh,Sumatera Utara,Sumatera Utara,,,Osaka,大阪府,Narok,,Sarawak,,,,,,,,Rivers,,,Ifugao,Ifugao,,,Sălaj,Sălaj,Kostroma,Костромская область,,,,,,,,,,,,,,,,,,Narathiwat,จังหวัดนราธิวาส,Gaziantep,Gaziantep,,,,,New York,Kiên Giang,Kiên Giang
Oum el Bouaghi,ولاية أم البواقي,,,,,,,,,,,,,,,,,,,,,,,,,,,Uttarakhand,Yogyakarta,Yogyakarta,,,Saga,佐賀県,Nyamira,,Selangor,,,,,,,,Sokoto,,,Ilocos Norte,Ilocos Norte,,,Satu Mare,Satu Mare,Krasnodar,Краснодарский край,,,,,,,,,,,,,,,,,,Nong Bua Lam Phu,จังหวัดหนองบัวลำภู,Giresun,Giresun,,,,,North Carolina,Kon Tum,Kon Tum
Relizane,ولاية غليزان,,,,,,,,,,,,,,,,,,,,,,,,,,,West Bengal,,,,,Saitama,埼玉県,Nyandarua,,Trengganu / Terengganu,,,,,,,,Taraba,,,Ilocos Sur,Ilocos Sur,,,Sibiu,Sibiu,Krasnoyarsk,Красноярский край,,,,,,,,,,,,,,,,,,Nong Khai,จังหวัดหนองคาย,Gümüshane,Gümüshane,,,,,North Dakota,Lai Châu,Lai Châu
Saïda,ولاية سعيدة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shiga,滋賀県,Nyeri,,,,,,,,,,Yobe,,,Iloilo,Iloilo,,,Suceava,Suceava,Kurgan,Курганская область,,,,,,,,,,,,,,,,,,Nonthaburi,จังหวัดนนทบุรี,Hakkari,Hakkari,,,,,Ohio,Lâm Đồng,Lâm Đồng
Sétif,ولاية سطيف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shimane,島根県,Samburu,,,,,,,,,,Zamfara,,,Isabela,Isabela,,,Teleorman,Teleorman,Kursk,Курская область,,,,,,,,,,,,,,,,,,Pathum Thani,จังหวัดปทุมธานี,Hatay,Hatay,,,,,Oklahoma,Lạng Sơn,Lạng Sơn
Sidi Bel Abbès,ولاية سيدي بلعباس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shizuoka,静岡県,Siaya,,,,,,,,,,,,,Kalinga,Kalinga,,,Timiș,Timiș,Leningrad,Ленинградская область,,,,,,,,,,,,,,,,,,Pattani,จังหวัดปัตตานี,Iğdır,Iğdır,,,,,Oregon,Lào Cai,Lào Cai
Skikda,سكيكدة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tochigi,栃木県,Taita Taveta,,,,,,,,,,,,,La Union,La Union,,,Tulcea,Tulcea,Lipetsk,Липецкая область,,,,,,,,,,,,,,,,,,Phangnga,จังหวัดพังงา,Isparta,Isparta,,,,,Pennsylvania,Long An,Long An
Souk Ahras,ولاية سوق أهراس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokushima,徳島県,Tana River,,,,,,,,,,,,,Laguna,Laguna,,,Vâlcea,Vâlcea,Magadan,Магадан|Магаданская область,,,,,,,,,,,,,,,,,,Phatthalung,จังหวัดพัทลุง,Istanbul,Istanbul,,,,,Rhode Island,Nam Định,Nam Định
Tamanghasset,ولاية تمنراست,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,東京都,Tharaka-Nithi,,,,,,,,,,,,,Lanao del Norte,Lanao del Norte,,,Vaslui,Vaslui,Mariy-El,Республика Марий Эл,,,,,,,,,,,,,,,,,,Phayao,จังหวัดพะเยา,Izmir,Izmir,,,,,South Carolina,Nghệ An,Nghệ An
Tébessa,ولاية تبسة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tottori,鳥取県,Trans Nzoia,,,,,,,,,,,,,Lanao del Sur,Lanao del Sur,,,Vrancea,Vrancea,Mordovia,Республика Мордовия,,,,,,,,,,,,,,,,,,Phetchabun,อำเภอเมืองเพชรบูรณ์,K. Maras,K. Maras,,,,,South Dakota,Ninh Bình,Ninh Bình
Tiaret,ولاية تيارت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyama,富山県,Turkana,,,,,,,,,,,,,Leyte,Leyte,,,,,Moscow City,Москва-Сити,,,,,,,,,,,,,,,,,,Phetchaburi,จังหวัดเพชรบุรี,Karabük,Karabük,,,,,Tennessee,Ninh Thuận,Ninh Thuận
Tindouf,ولاية تندوف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakayama,和歌山県,Uasin Gishu,,,,,,,,,,,,,Maguindanao,Maguindanao,,,,,Moskva,Московская область,,,,,,,,,,,,,,,,,,Phichit,จังหวัดพิจิตร,Karaman,Karaman,,,,,Texas,Phú Thọ,Phú Thọ
Tipaza,ولاية تيبازة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamagata,山形県,Vihiga,,,,,,,,,,,,,Marinduque,Marinduque,,,,,Murmansk,Мурманская область,,,,,,,,,,,,,,,,,,Phitsanulok,จังหวัดพิษณุโลก,Kars,Kars,,,,,Utah,Phú Yên,Phú Yên
Tissemsilt,ولاية تسمسيلت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamaguchi,山口県,Wajir,,,,,,,,,,,,,Masbate,Masbate,,,,,Nenets,Ненецкий АОк,,,,,,,,,,,,,,,,,,Phra Nakhon Si Ayutthaya,จังหวัดพระนครศรีอยุธยา,Kastamonu,Kastamonu,,,,,Vermont,Quảng Bình,Quảng Bình
Tizi Ouzou,ولاية غليزان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamanashi,山梨県,West Pokot,,,,,,,,,,,,,Metropolitan Manila,Metropolitan Manila,,,,,Nizhegorod,Нижегородская область,,,,,,,,,,,,,,,,,,Phrae,จังหวัดแพร่,Kayseri,Kayseri,,,,,Virginia,Quảng Nam,Quảng Nam
Tlemcen,تلمسان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misamis Occidental,Misamis Occidental,,,,,North Ossetia,Республика Северная Осетия-Алани,,,,,,,,,,,,,,,,,,Phuket,จังหวัดภูเก็ต,Kilis,Kilis,,,,,Washington,Quảng Ngãi,Quảng Ngãi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misamis Oriental,Misamis Oriental,,,,,Novgorod,Новгородская область,,,,,,,,,,,,,,,,,,Prachin Buri,จังหวัดปราจีนบุรี,Kinkkale,Kinkkale,,,,,West Virginia,Quảng Ninh,Quảng Ninh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain Province,Mountain Province,,,,,Novosibirsk,Новосибирская область,,,,,,,,,,,,,,,,,,Prachuap Khiri Khan,จังหวัดประจวบคีรีขันธ์,Kirklareli,Kirklareli,,,,,Wisconsin,Quảng Trị,Quảng Trị
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negros Occidental,Negros Occidental,,,,,Omsk,Омская область,,,,,,,,,,,,,,,,,,Ranong,จังหวัดระนอง,Kirsehir,Kirsehir,,,,,Wyoming,Sóc Trăng,Sóc Trăng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negros Oriental,Negros Oriental,,,,,Orel,Орловская область,,,,,,,,,,,,,,,,,,Ratchaburi,จังหวัดราชบุรี,Kocaeli,Kocaeli,,,,,,Sơn La,Sơn La
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Cotabato,North Cotabato,,,,,Orenburg,Оренбургская область,,,,,,,,,,,,,,,,,,Rayong,จังหวัดระยอง,Konya,Konya,,,,,,Tây Ninh,Tây Ninh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Samar,Northern Samar,,,,,Penza,Пензенская область,,,,,,,,,,,,,,,,,,Roi Et,ร้อยเอ็ด,Kütahya,Kütahya,,,,,,Thái Bình,Thái Bình
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Ecija,Nueva Ecija,,,,,Perm',Пермская край,,,,,,,,,,,,,,,,,,Sa Kaeo,จังหวัดสระแก้ว,Malatya,Malatya,,,,,,Thái Nguyên,Thái Nguyên
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Vizcaya,Nueva Vizcaya,,,,,Primor'ye,Приморский край,,,,,,,,,,,,,,,,,,Sakon Nakhon,จังหวัดสกลนคร,Manisa,Manisa,,,,,,Thanh Hóa,Thanh Hóa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occidental Mindoro,Occidental Mindoro,,,,,Pskov,Псковская область,,,,,,,,,,,,,,,,,,Samut Prakan,จังหวัดสมุทรปราการ,Mardin,Mardin,,,,,,Thừa Thiên Huế,Thừa Thiên Huế
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oriental Mindoro,Oriental Mindoro,,,,,Rostov,Ростовская область,,,,,,,,,,,,,,,,,,Samut Sakhon,จังหวัดสมุทรสาคร,Mersin,Mersin,,,,,,Tiền Giang,Tiền Giang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palawan,Palawan,,,,,Ryazan',Рязанская область,,,,,,,,,,,,,,,,,,Samut Songkhram,จังหวัดสมุทรสงคราม,Mugla,Mugla,,,,,,Trà Vinh,Trà Vinh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pampanga,Pampanga,,,,,Sakha,Республика Саха,,,,,,,,,,,,,,,,,,Saraburi,จังหวัดสระบุรี,Mus,Mus,,,,,,Tuyên Quang,Tuyên Quang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pangasinan,Pangasinan,,,,,Sakhalin,Сахалинская область,,,,,,,,,,,,,,,,,,Satun,จังหวัดสตูล,Nevsehir,Nevsehir,,,,,,Vĩnh Long,Vĩnh Long
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quezon,Quezon,,,,,Samara,Самарская область,,,,,,,,,,,,,,,,,,Si Sa Ket,จังหวัดศรีสะเกษ,Nigde,Nigde,,,,,,Vĩnh Phúc,Vĩnh Phúc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quirino,Quirino,,,,,Saratov,Саратовская область,,,,,,,,,,,,,,,,,,Sing Buri,จังหวัดสิงห์บุรี,Ordu,Ordu,,,,,,Yên Bái,Yên Bái
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rizal,Rizal,,,,,Smolensk,Смоленская область,,,,,,,,,,,,,,,,,,Songkhla,จังหวัดสงขลา,Osmaniye,Osmaniye,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romblon,Romblon,,,,,Stavropol',Ставропольский край,,,,,,,,,,,,,,,,,,Sukhothai,จังหวัดสุโขทัย,Rize,Rize,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samar,Samar,,,,,Sverdlovsk,Свердловская область,,,,,,,,,,,,,,,,,,Suphan Buri,จังหวัดสุพรรณบุรี,Sakarya,Sakarya,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarangani,Sarangani,,,,,Tambov,Тамбовская область,,,,,,,,,,,,,,,,,,Surat Thani,จังหวัดสุราษฎร์ธานี,Samsun,Samsun,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siquijor,Siquijor,,,,,Tatarstan,Республика Татарстан,,,,,,,,,,,,,,,,,,Surin,จังหวัดสุรินทร์,Sanliurfa,Sanliurfa,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sorsogon,Sorsogon,,,,,Tomsk,Томская область,,,,,,,,,,,,,,,,,,Tak,จังหวัดตาก,Siirt,Siirt,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Cotabato,South Cotabato,,,,,Tula,Тульская область,,,,,,,,,,,,,,,,,,Trang,จังหวัดตรัง,Sinop,Sinop,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Leyte,Southern Leyte,,,,,Tuva,Республика Тыва,,,,,,,,,,,,,,,,,,Trat,จังหวัดตราด,Sirnak,Sirnak,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sultan Kudarat,Sultan Kudarat,,,,,Tver',Тверская область,,,,,,,,,,,,,,,,,,Ubon Ratchathani,จังหวัดอุบลราชธานี,Sivas,Sivas,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sulu,Sulu,,,,,Tyumen',Тюменская область,,,,,,,,,,,,,,,,,,Udon Thani,จังหวัดอุดรธานี,Tekirdag,Tekirdag,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surigao del Norte,Surigao del Norte,,,,,Udmurt,Удмуртская Республика,,,,,,,,,,,,,,,,,,Uthai Thani,จังหวัดอุทัยธานี,Tokat,Tokat,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surigao del Sur,Surigao del Sur,,,,,Ul'yanovsk,Ульяновская область,,,,,,,,,,,,,,,,,,Uttaradit,จังหวัดอุตรดิตถ์,Trabzon,Trabzon,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarlac,Tarlac,,,,,Vladimir,Владимирская область,,,,,,,,,,,,,,,,,,Yala,จังหวัดยะลา,Tunceli,Tunceli,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tawi-Tawi,Tawi-Tawi,,,,,Volgograd,Волгоградская область,,,,,,,,,,,,,,,,,,Yasothon,จังหวัดยโสธร,Usak,Usak,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zambales,Zambales,,,,,Vologda,Вологодская область,,,,,,,,,,,,,,,,,,,,Van,Van,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamboanga del Norte,Zamboanga del Norte,,,,,Voronezh,Воронежская область,,,,,,,,,,,,,,,,,,,,Yalova,Yalova,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamboanga del Sur,Zamboanga del Sur,,,,,Yamal-Nenets,Ямало-Ненецкий АОк,,,,,,,,,,,,,,,,,,,,Yozgat,Yozgat,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamboanga Sibugay,Zamboanga Sibugay,,,,,Yaroslavl',Ярославская область,,,,,,,,,,,,,,,,,,,,Zinguldak,Zinguldak,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yevrey,Eврейская АОб,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zabaykal'ye,Забайкальский край,,,,,,,,,,,,,,,,,,,,,,,,,,,,
